nohup: ignoring input
[global-mode2-trials=True] ep=1/400000 train_loss=0.169336 eval_loss=0.164339 best_eval=0.164339 sessions=2 total_neurons=200 elapsed=2.0s
[global-mode2-trials=True] ep=50/400000 train_loss=0.053856 eval_loss=0.053581 best_eval=0.053581 sessions=2 total_neurons=200 elapsed=78.2s
[global-mode2-trials=True] ep=100/400000 train_loss=0.046575 eval_loss=0.046515 best_eval=0.046515 sessions=2 total_neurons=200 elapsed=156.3s
[global-mode2-trials=True] ep=150/400000 train_loss=0.045106 eval_loss=0.045088 best_eval=0.045088 sessions=2 total_neurons=200 elapsed=234.2s
[global-mode2-trials=True] ep=200/400000 train_loss=0.044486 eval_loss=0.044474 best_eval=0.044474 sessions=2 total_neurons=200 elapsed=311.9s
[global-mode2-trials=True] ep=250/400000 train_loss=0.044161 eval_loss=0.044152 best_eval=0.044152 sessions=2 total_neurons=200 elapsed=388.9s
[global-mode2-trials=True] ep=300/400000 train_loss=0.043856 eval_loss=0.043848 best_eval=0.043848 sessions=2 total_neurons=200 elapsed=468.3s
[global-mode2-trials=True] ep=350/400000 train_loss=0.043606 eval_loss=0.043600 best_eval=0.043600 sessions=2 total_neurons=200 elapsed=547.3s
[global-mode2-trials=True] ep=400/400000 train_loss=0.043398 eval_loss=0.043393 best_eval=0.043393 sessions=2 total_neurons=200 elapsed=625.0s
[global-mode2-trials=True] ep=450/400000 train_loss=0.043232 eval_loss=0.043227 best_eval=0.043227 sessions=2 total_neurons=200 elapsed=702.9s
[global-mode2-trials=True] ep=500/400000 train_loss=0.043101 eval_loss=0.043098 best_eval=0.043098 sessions=2 total_neurons=200 elapsed=782.0s
[global-mode2-trials=True] ep=550/400000 train_loss=0.043060 eval_loss=0.043056 best_eval=0.043056 sessions=2 total_neurons=200 elapsed=858.8s
[global-mode2-trials=True] ep=600/400000 train_loss=0.042963 eval_loss=0.042959 best_eval=0.042959 sessions=2 total_neurons=200 elapsed=935.9s
[global-mode2-trials=True] ep=650/400000 train_loss=0.042890 eval_loss=0.042886 best_eval=0.042886 sessions=2 total_neurons=200 elapsed=1013.0s
[global-mode2-trials=True] ep=700/400000 train_loss=0.042825 eval_loss=0.042822 best_eval=0.042822 sessions=2 total_neurons=200 elapsed=1090.1s
[global-mode2-trials=True] ep=750/400000 train_loss=0.042764 eval_loss=0.042761 best_eval=0.042761 sessions=2 total_neurons=200 elapsed=1166.9s
[global-mode2-trials=True] ep=800/400000 train_loss=0.042701 eval_loss=0.042697 best_eval=0.042697 sessions=2 total_neurons=200 elapsed=1244.1s
[global-mode2-trials=True] ep=850/400000 train_loss=0.042625 eval_loss=0.042622 best_eval=0.042622 sessions=2 total_neurons=200 elapsed=1320.5s
[global-mode2-trials=True] ep=900/400000 train_loss=0.042578 eval_loss=0.042573 best_eval=0.042573 sessions=2 total_neurons=200 elapsed=1394.5s
[global-mode2-trials=True] ep=950/400000 train_loss=0.042787 eval_loss=0.042790 best_eval=0.042517 sessions=2 total_neurons=200 elapsed=1469.2s
[global-mode2-trials=True] ep=1000/400000 train_loss=0.042554 eval_loss=0.042553 best_eval=0.042517 sessions=2 total_neurons=200 elapsed=1542.5s
[global-mode2-trials=True] ep=1050/400000 train_loss=0.042429 eval_loss=0.042425 best_eval=0.042425 sessions=2 total_neurons=200 elapsed=1618.2s
[global-mode2-trials=True] ep=1100/400000 train_loss=0.042560 eval_loss=0.042664 best_eval=0.042424 sessions=2 total_neurons=200 elapsed=1691.4s
[global-mode2-trials=True] ep=1150/400000 train_loss=0.042361 eval_loss=0.042357 best_eval=0.042357 sessions=2 total_neurons=200 elapsed=1766.1s
[global-mode2-trials=True] ep=1200/400000 train_loss=0.043095 eval_loss=0.043077 best_eval=0.042351 sessions=2 total_neurons=200 elapsed=1839.5s
[global-mode2-trials=True] ep=1250/400000 train_loss=0.042783 eval_loss=0.042778 best_eval=0.042351 sessions=2 total_neurons=200 elapsed=1912.7s
